ID_Cliente,Fecha_Mes,Suscripcion_Activa,Interacciones_Soporte,Uso_Del_Servicio
479,2025-04-01,1,0,12.8
479,2025-05-01,1,0,20.3
479,2025-06-01,1,0,17.0
479,2025-07-01,1,0,14.0
479,2025-08-01,1,0,18.0
479,2025-09-01,1,1,17.0
479,2025-10-01,1,2,25.5
479,2025-11-01,1,0,15.0
479,2025-12-01,1,1,18.0
480,2025-12-01,1,1,4.6
481,2024-12-01,1,2,13.2
481,2025-01-01,1,0,21.2
481,2025-02-01,0,0,15.6
482,2025-07-01,1,0,23.9
482,2025-08-01,0,1,28.4
483,2024-10-01,1,0,5.8
483,2024-11-01,0,1,4.7
484,2025-09-01,1,1,7.0
484,2025-10-01,1,0,9.3
484,2025-11-01,1,0,10.8
484,2025-12-01,1,0,6.2
485,2025-11-01,1,0,12.6
485,2025-12-01,1,0,9.4
486,2025-05-01,1,0,14.4
486,2025-06-01,1,0,17.3
486,2025-07-01,1,0,11.6
486,2025-08-01,1,0,8.2
486,2025-09-01,1,0,12.3
486,2025-10-01,1,2,7.4
486,2025-11-01,1,0,1.6
486,2025-12-01,1,0,1.8
487,2025-03-01,1,1,5.1
487,2025-04-01,1,0,0.0
487,2025-05-01,0,1,4.6
488,2025-02-01,1,0,30.1
488,2025-03-01,1,0,29.6
488,2025-04-01,0,0,24.3
489,2024-07-01,1,0,19.3
489,2024-08-01,1,0,18.4
489,2024-09-01,1,0,20.6
489,2024-10-01,1,0,26.2
489,2024-11-01,1,0,21.0
489,2024-12-01,1,1,20.6
489,2025-01-01,1,0,24.9
489,2025-02-01,1,1,20.2
489,2025-03-01,1,0,17.6
489,2025-04-01,1,0,23.5
489,2025-05-01,1,0,26.4
489,2025-06-01,1,1,19.5
489,2025-07-01,1,0,20.7
489,2025-08-01,1,0,20.4
489,2025-09-01,1,0,23.6
489,2025-10-01,1,0,17.1
489,2025-11-01,0,0,19.5
490,2025-07-01,0,1,24.2
491,2025-01-01,1,1,39.6
491,2025-02-01,1,0,42.7
491,2025-03-01,1,1,40.0
491,2025-04-01,1,0,40.0
491,2025-05-01,1,0,39.7
491,2025-06-01,1,0,37.9
491,2025-07-01,1,0,39.2
491,2025-08-01,1,0,38.5
491,2025-09-01,1,0,38.2
491,2025-10-01,0,2,39.7
492,2024-10-01,1,0,41.7
492,2024-11-01,1,0,31.1
492,2024-12-01,1,0,36.1
492,2025-01-01,1,0,35.0
492,2025-02-01,1,0,32.8
492,2025-03-01,1,0,43.2
492,2025-04-01,1,1,38.7
492,2025-05-01,1,0,39.9
492,2025-06-01,1,2,36.1
492,2025-07-01,1,0,35.5
492,2025-08-01,1,0,35.7
492,2025-09-01,1,0,34.5
492,2025-10-01,0,2,36.5
493,2024-09-01,1,0,27.0
493,2024-10-01,1,0,26.3
493,2024-11-01,1,1,23.1
493,2024-12-01,1,1,22.3
493,2025-01-01,1,0,22.1
493,2025-02-01,1,1,19.7
493,2025-03-01,0,0,25.2
494,2025-08-01,1,0,41.9
494,2025-09-01,1,0,39.7
494,2025-10-01,1,0,35.1
494,2025-11-01,1,1,39.5
494,2025-12-01,1,0,36.7
495,2024-10-01,1,0,18.8
495,2024-11-01,1,1,17.6
495,2024-12-01,0,0,12.8
496,2025-04-01,1,2,4.9
496,2025-05-01,1,1,1.0
496,2025-06-01,1,0,0.0
496,2025-07-01,1,2,4.0
496,2025-08-01,0,1,0.0
497,2024-12-01,1,0,23.5
497,2025-01-01,1,0,22.6
497,2025-02-01,1,0,24.8
497,2025-03-01,1,0,28.2
497,2025-04-01,1,0,18.7
497,2025-05-01,1,0,25.4
497,2025-06-01,1,1,17.6
497,2025-07-01,1,0,25.2
497,2025-08-01,1,0,25.6
497,2025-09-01,1,0,27.2
497,2025-10-01,1,1,25.1
497,2025-11-01,1,0,22.9
497,2025-12-01,1,0,21.6
498,2024-12-01,1,0,9.6
498,2025-01-01,1,1,3.5
498,2025-02-01,1,0,14.4
498,2025-03-01,1,0,9.7
498,2025-04-01,1,1,5.3
498,2025-05-01,1,1,6.1
498,2025-06-01,0,0,7.0
499,2025-10-01,1,0,15.5
499,2025-11-01,1,1,13.9
499,2025-12-01,1,1,8.5
500,2025-06-01,1,0,25.6
500,2025-07-01,1,0,19.2
500,2025-08-01,1,1,19.4
500,2025-09-01,1,1,22.3
500,2025-10-01,0,1,23.3
501,2025-12-01,1,0,19.1
502,2024-08-01,1,0,13.5
502,2024-09-01,1,0,14.8
502,2024-10-01,0,1,15.0
503,2024-11-01,1,0,22.8
503,2024-12-01,1,2,19.7
503,2025-01-01,0,2,15.5
504,2025-03-01,1,0,13.4
504,2025-04-01,1,0,5.7
504,2025-05-01,1,0,11.6
504,2025-06-01,1,1,13.1
504,2025-07-01,1,0,14.9
504,2025-08-01,0,3,5.2
505,2025-02-01,0,0,9.9
506,2024-09-01,1,0,25.0
506,2024-10-01,1,1,23.2
506,2024-11-01,1,0,17.7
506,2024-12-01,1,0,15.3
506,2025-01-01,0,1,13.9
507,2024-12-01,1,0,16.9
507,2025-01-01,1,0,12.6
507,2025-02-01,1,1,13.1
507,2025-03-01,0,0,7.4
508,2025-05-01,1,0,22.3
508,2025-06-01,1,1,17.7
508,2025-07-01,1,0,23.7
508,2025-08-01,1,0,18.9
508,2025-09-01,0,4,18.4
509,2024-10-01,1,0,15.6
509,2024-11-01,1,1,14.3
509,2024-12-01,1,1,18.1
509,2025-01-01,1,1,15.7
509,2025-02-01,1,0,16.0
509,2025-03-01,1,0,11.2
509,2025-04-01,1,0,12.8
509,2025-05-01,1,0,7.3
509,2025-06-01,1,0,18.6
509,2025-07-01,1,0,13.7
509,2025-08-01,1,0,8.5
509,2025-09-01,1,0,8.4
509,2025-10-01,1,0,10.0
509,2025-11-01,0,0,13.4
510,2024-12-01,1,0,34.4
510,2025-01-01,1,1,31.8
510,2025-02-01,1,2,33.3
510,2025-03-01,0,0,29.5
511,2025-01-01,1,0,13.9
511,2025-02-01,1,0,9.1
511,2025-03-01,1,0,6.4
511,2025-04-01,1,2,5.6
511,2025-05-01,1,0,0.4
511,2025-06-01,1,2,0.3
511,2025-07-01,1,1,5.5
511,2025-08-01,1,1,7.3
511,2025-09-01,1,2,7.7
511,2025-10-01,0,1,1.8
512,2025-01-01,1,0,15.2
512,2025-02-01,1,1,18.0
512,2025-03-01,1,0,15.6
512,2025-04-01,1,0,18.0
512,2025-05-01,1,2,22.7
512,2025-06-01,1,1,14.6
512,2025-07-01,1,0,18.0
512,2025-08-01,0,1,15.2
513,2025-11-01,1,0,30.1
513,2025-12-01,1,0,24.0
514,2025-11-01,1,0,29.7
514,2025-12-01,1,0,23.3
515,2025-05-01,1,0,23.0
515,2025-06-01,1,0,22.0
515,2025-07-01,0,1,22.4
516,2024-09-01,1,1,7.5
516,2024-10-01,1,1,8.0
516,2024-11-01,1,1,12.6
516,2024-12-01,1,0,13.8
516,2025-01-01,1,0,7.4
516,2025-02-01,1,0,8.2
516,2025-03-01,0,0,15.8
517,2024-08-01,1,0,17.4
517,2024-09-01,1,0,24.0
517,2024-10-01,1,1,22.1
517,2024-11-01,1,1,19.9
517,2024-12-01,1,0,23.8
517,2025-01-01,1,0,21.5
517,2025-02-01,1,0,29.1
517,2025-03-01,1,0,22.4
517,2025-04-01,1,1,21.0
517,2025-05-01,0,0,21.1
518,2024-11-01,1,0,27.6
518,2024-12-01,1,0,22.6
518,2025-01-01,0,1,22.3
519,2025-03-01,0,0,5.2
520,2025-07-01,1,0,15.1
520,2025-08-01,1,1,15.1
520,2025-09-01,0,2,7.0
521,2025-06-01,1,0,13.9
521,2025-07-01,1,1,13.7
521,2025-08-01,1,1,14.8
521,2025-09-01,1,1,13.6
521,2025-10-01,1,0,8.3
521,2025-11-01,1,1,13.3
521,2025-12-01,1,0,17.8
522,2025-04-01,1,1,23.7
522,2025-05-01,1,0,23.5
522,2025-06-01,1,0,20.0
522,2025-07-01,1,0,22.6
522,2025-08-01,0,1,22.4
523,2024-11-01,1,0,28.5
523,2024-12-01,1,0,23.0
523,2025-01-01,1,0,18.8
523,2025-02-01,1,0,19.8
523,2025-03-01,1,1,16.5
523,2025-04-01,1,0,11.0
523,2025-05-01,1,0,7.4
523,2025-06-01,1,0,3.4
523,2025-07-01,1,0,6.3
523,2025-08-01,0,2,0.0
524,2025-05-01,1,0,26.6
524,2025-06-01,1,2,19.0
524,2025-07-01,0,0,18.5
525,2024-12-01,1,0,29.4
525,2025-01-01,1,0,28.7
525,2025-02-01,1,0,26.1
525,2025-03-01,1,0,32.6
525,2025-04-01,1,0,28.5
525,2025-05-01,1,0,26.0
525,2025-06-01,1,0,29.6
525,2025-07-01,1,0,25.2
525,2025-08-01,1,0,28.1
525,2025-09-01,1,0,30.4
525,2025-10-01,1,0,24.9
525,2025-11-01,1,0,31.4
525,2025-12-01,1,0,29.7
526,2025-12-01,1,1,26.0
527,2024-10-01,1,1,16.3
527,2024-11-01,0,0,20.5
528,2025-09-01,1,0,12.6
528,2025-10-01,1,0,12.6
528,2025-11-01,1,0,6.7
528,2025-12-01,1,0,7.0
529,2024-09-01,1,0,20.4
529,2024-10-01,1,0,18.3
529,2024-11-01,1,0,18.8
529,2024-12-01,1,0,18.8
529,2025-01-01,1,1,21.3
529,2025-02-01,1,0,21.2
529,2025-03-01,1,0,23.4
529,2025-04-01,1,0,24.8
529,2025-05-01,1,3,26.4
529,2025-06-01,1,0,22.1
529,2025-07-01,1,1,28.1
529,2025-08-01,1,3,21.2
529,2025-09-01,1,0,20.6
529,2025-10-01,0,0,21.4
530,2025-03-01,1,1,29.2
530,2025-04-01,0,0,23.7
531,2025-07-01,1,0,11.4
531,2025-08-01,1,0,10.7
531,2025-09-01,1,0,10.5
531,2025-10-01,1,1,2.2
531,2025-11-01,1,0,17.0
531,2025-12-01,1,1,12.2
532,2025-08-01,1,0,10.8
532,2025-09-01,1,0,8.6
532,2025-10-01,1,0,9.5
532,2025-11-01,1,0,11.7
532,2025-12-01,1,0,9.6
533,2025-04-01,1,0,31.5
533,2025-05-01,1,0,27.4
533,2025-06-01,1,1,29.4
533,2025-07-01,1,1,32.0
533,2025-08-01,1,2,29.9
533,2025-09-01,1,1,31.7
533,2025-10-01,1,0,34.0
533,2025-11-01,0,0,36.0
534,2025-08-01,1,0,19.2
534,2025-09-01,1,0,24.0
534,2025-10-01,1,0,16.8
534,2025-11-01,1,0,21.8
534,2025-12-01,1,1,22.8
535,2025-01-01,1,1,18.0
535,2025-02-01,1,0,16.1
535,2025-03-01,0,1,12.8
536,2025-10-01,1,0,32.5
536,2025-11-01,1,0,37.2
536,2025-12-01,1,0,34.0
537,2024-11-01,1,0,19.0
537,2024-12-01,1,0,23.7
537,2025-01-01,1,0,19.7
537,2025-02-01,1,1,18.5
537,2025-03-01,1,0,21.2
537,2025-04-01,1,0,15.0
537,2025-05-01,1,0,19.0
537,2025-06-01,1,1,16.4
537,2025-07-01,1,0,21.2
537,2025-08-01,1,0,18.3
537,2025-09-01,1,0,20.0
537,2025-10-01,1,0,13.0
537,2025-11-01,1,1,19.3
537,2025-12-01,1,0,20.0
538,2024-09-01,0,1,29.5
539,2024-12-01,1,1,20.8
539,2025-01-01,1,1,24.5
539,2025-02-01,0,0,23.8
540,2025-10-01,1,1,14.6
540,2025-11-01,1,1,19.5
540,2025-12-01,0,0,11.5
541,2025-10-01,1,0,19.3
541,2025-11-01,1,0,18.2
541,2025-12-01,1,1,24.8
542,2025-07-01,1,0,14.9
542,2025-08-01,1,0,7.1
542,2025-09-01,1,0,11.4
542,2025-10-01,1,0,12.9
542,2025-11-01,1,0,9.8
542,2025-12-01,1,0,4.1
543,2025-09-01,1,0,8.3
543,2025-10-01,1,2,7.3
543,2025-11-01,1,0,11.5
543,2025-12-01,1,0,8.4
544,2025-03-01,0,0,24.0
545,2024-09-01,1,1,20.8
545,2024-10-01,1,0,18.2
545,2024-11-01,1,0,22.6
545,2024-12-01,1,0,17.0
545,2025-01-01,1,0,12.6
545,2025-02-01,1,0,9.8
545,2025-03-01,1,0,0.4
545,2025-04-01,1,1,4.4
545,2025-05-01,0,0,7.4
546,2025-12-01,1,1,25.7
547,2025-02-01,1,0,25.7
547,2025-03-01,1,1,22.1
547,2025-04-01,0,1,27.6
548,2024-11-01,1,1,20.8
548,2024-12-01,1,0,14.6
548,2025-01-01,1,0,15.9
548,2025-02-01,1,0,13.8
548,2025-03-01,1,0,14.1
548,2025-04-01,1,0,4.9
548,2025-05-01,1,0,6.6
548,2025-06-01,1,1,6.6
548,2025-07-01,1,1,5.8
548,2025-08-01,0,0,1.9
549,2025-04-01,1,0,15.0
549,2025-05-01,1,1,12.0
549,2025-06-01,1,0,18.6
549,2025-07-01,1,0,16.5
549,2025-08-01,1,0,10.4
549,2025-09-01,1,1,16.4
549,2025-10-01,1,0,11.5
549,2025-11-01,1,1,12.9
549,2025-12-01,1,1,11.1
550,2025-07-01,1,0,13.8
550,2025-08-01,1,3,10.5
550,2025-09-01,0,1,12.6
551,2025-08-01,1,0,21.2
551,2025-09-01,1,0,26.9
551,2025-10-01,1,0,22.8
551,2025-11-01,1,1,27.7
551,2025-12-01,1,0,18.7
552,2025-02-01,1,0,29.7
552,2025-03-01,1,1,25.7
552,2025-04-01,0,0,21.8
553,2025-04-01,1,0,6.5
553,2025-05-01,1,0,1.1
553,2025-06-01,0,1,14.3
554,2024-09-01,1,1,24.3
554,2024-10-01,1,0,21.7
554,2024-11-01,1,1,24.1
554,2024-12-01,0,0,27.8
555,2024-11-01,1,0,19.1
555,2024-12-01,1,2,16.6
555,2025-01-01,1,0,20.3
555,2025-02-01,1,0,11.7
555,2025-03-01,1,0,16.3
555,2025-04-01,1,0,20.6
555,2025-05-01,1,0,21.6
555,2025-06-01,0,0,17.8
556,2025-01-01,1,0,31.8
556,2025-02-01,1,1,29.6
556,2025-03-01,0,1,25.0
557,2025-08-01,1,0,8.8
557,2025-09-01,1,1,10.5
557,2025-10-01,1,0,8.5
557,2025-11-01,1,1,14.7
557,2025-12-01,1,0,8.8
558,2025-06-01,1,0,20.1
558,2025-07-01,1,0,17.4
558,2025-08-01,0,2,20.0
559,2025-02-01,1,0,25.9
559,2025-03-01,1,0,25.0
559,2025-04-01,1,0,28.9
559,2025-05-01,1,0,23.6
559,2025-06-01,1,0,31.8
559,2025-07-01,1,0,25.1
559,2025-08-01,1,1,21.6
559,2025-09-01,1,0,30.4
559,2025-10-01,1,0,27.9
559,2025-11-01,1,0,28.0
559,2025-12-01,1,1,26.2
560,2025-02-01,1,1,18.4
560,2025-03-01,1,1,20.7
560,2025-04-01,1,0,19.7
560,2025-05-01,1,0,19.2
560,2025-06-01,1,1,19.3
560,2025-07-01,1,0,22.1
560,2025-08-01,1,1,16.9
560,2025-09-01,1,0,26.5
560,2025-10-01,1,0,19.7
560,2025-11-01,1,1,18.5
560,2025-12-01,1,0,21.8
561,2025-06-01,1,0,34.5
561,2025-07-01,1,0,35.5
561,2025-08-01,1,1,37.6
561,2025-09-01,1,0,38.1
561,2025-10-01,1,0,32.7
561,2025-11-01,1,0,39.4
561,2025-12-01,1,0,36.8
562,2025-12-01,1,0,10.1
563,2025-03-01,1,0,17.1
563,2025-04-01,1,1,15.3
563,2025-05-01,0,0,11.1
564,2025-08-01,1,0,22.0
564,2025-09-01,1,0,31.9
564,2025-10-01,1,0,28.9
564,2025-11-01,1,1,25.4
564,2025-12-01,1,0,19.8
565,2025-07-01,1,0,11.8
565,2025-08-01,1,0,20.0
565,2025-09-01,0,0,10.4
566,2024-08-01,1,0,17.2
566,2024-09-01,1,1,18.6
566,2024-10-01,0,0,17.1
567,2024-10-01,1,0,18.1
567,2024-11-01,1,0,19.2
567,2024-12-01,1,0,25.9
567,2025-01-01,1,0,22.4
567,2025-02-01,1,1,24.9
567,2025-03-01,1,1,25.0
567,2025-04-01,1,0,21.6
567,2025-05-01,1,0,22.6
567,2025-06-01,1,0,21.8
567,2025-07-01,1,0,21.2
567,2025-08-01,0,2,20.5
568,2025-10-01,1,0,22.6
568,2025-11-01,1,1,24.0
568,2025-12-01,1,1,19.0
569,2025-11-01,1,1,20.1
569,2025-12-01,1,0,14.7
570,2024-10-01,1,0,25.0
570,2024-11-01,1,0,18.6
570,2024-12-01,1,1,32.5
570,2025-01-01,1,0,21.9
570,2025-02-01,1,0,22.7
570,2025-03-01,1,0,23.6
570,2025-04-01,1,0,24.0
570,2025-05-01,1,2,25.3
570,2025-06-01,1,0,30.2
570,2025-07-01,1,0,22.7
570,2025-08-01,1,0,23.3
570,2025-09-01,0,0,25.5
571,2024-07-01,1,0,20.5
571,2024-08-01,1,0,24.6
571,2024-09-01,1,1,13.8
571,2024-10-01,1,0,18.1
571,2024-11-01,0,2,9.5
572,2025-05-01,1,0,14.3
572,2025-06-01,1,0,10.3
572,2025-07-01,0,1,7.5
573,2024-08-01,1,0,17.6
573,2024-09-01,0,0,22.7
574,2025-03-01,1,0,9.1
574,2025-04-01,1,0,7.8
574,2025-05-01,0,0,10.5
575,2025-08-01,1,1,12.3
575,2025-09-01,1,1,13.0
575,2025-10-01,1,1,10.7
575,2025-11-01,0,0,12.6
576,2025-06-01,1,0,24.6
576,2025-07-01,1,0,30.2
576,2025-08-01,0,0,21.3
577,2024-10-01,1,0,9.9
577,2024-11-01,1,1,11.5
577,2024-12-01,1,1,15.2
577,2025-01-01,1,1,13.0
577,2025-02-01,1,0,10.5
577,2025-03-01,1,0,12.6
577,2025-04-01,1,0,10.2
577,2025-05-01,1,0,15.4
577,2025-06-01,0,0,17.7
578,2025-11-01,1,0,28.1
578,2025-12-01,1,0,25.2
579,2025-09-01,1,0,11.3
579,2025-10-01,1,0,14.4
579,2025-11-01,1,0,18.0
579,2025-12-01,1,0,16.5
580,2025-07-01,0,0,32.8
581,2025-05-01,1,0,22.6
581,2025-06-01,1,0,23.1
581,2025-07-01,1,0,26.7
581,2025-08-01,1,0,26.7
581,2025-09-01,1,0,30.1
581,2025-10-01,1,0,29.7
581,2025-11-01,1,0,23.4
581,2025-12-01,1,0,27.5
582,2024-10-01,1,1,13.1
582,2024-11-01,0,1,14.8
583,2024-09-01,1,2,16.2
583,2024-10-01,1,0,12.7
583,2024-11-01,1,0,13.1
583,2024-12-01,1,2,16.0
583,2025-01-01,1,1,15.8
583,2025-02-01,1,0,14.6
583,2025-03-01,1,0,16.0
583,2025-04-01,1,1,10.5
583,2025-05-01,1,1,16.8
583,2025-06-01,0,1,19.7
584,2025-05-01,1,1,7.0
584,2025-06-01,1,1,6.9
584,2025-07-01,0,1,3.2
585,2025-06-01,1,1,15.7
585,2025-07-01,1,1,15.2
585,2025-08-01,0,0,21.0
586,2025-04-01,1,2,30.9
586,2025-05-01,1,0,20.0
586,2025-06-01,1,0,25.2
586,2025-07-01,1,1,23.7
586,2025-08-01,1,1,21.3
586,2025-09-01,0,0,30.5
587,2025-02-01,1,0,15.5
587,2025-03-01,1,2,16.9
587,2025-04-01,1,0,20.8
587,2025-05-01,1,0,18.5
587,2025-06-01,1,0,21.5
587,2025-07-01,1,0,17.8
587,2025-08-01,1,2,20.8
587,2025-09-01,1,0,27.4
587,2025-10-01,1,1,20.7
587,2025-11-01,1,1,21.8
587,2025-12-01,0,0,22.2
588,2025-09-01,0,0,17.4
589,2025-03-01,1,0,34.8
589,2025-04-01,1,0,29.7
589,2025-05-01,1,0,31.2
589,2025-06-01,1,0,28.2
589,2025-07-01,1,0,33.8
589,2025-08-01,1,0,34.7
589,2025-09-01,0,1,30.0
590,2025-08-01,1,1,16.7
590,2025-09-01,1,0,19.1
590,2025-10-01,1,1,23.4
590,2025-11-01,1,0,19.8
590,2025-12-01,1,0,22.2
591,2025-06-01,1,0,29.5
591,2025-07-01,1,1,26.5
591,2025-08-01,1,0,21.9
591,2025-09-01,1,3,23.6
591,2025-10-01,1,0,22.9
591,2025-11-01,1,0,27.7
591,2025-12-01,1,0,26.6
592,2025-08-01,1,0,16.3
592,2025-09-01,1,0,16.0
592,2025-10-01,1,1,20.1
592,2025-11-01,1,1,16.1
592,2025-12-01,1,3,15.0
593,2025-07-01,1,0,22.2
593,2025-08-01,1,0,15.8
593,2025-09-01,1,0,12.2
593,2025-10-01,1,0,15.2
593,2025-11-01,1,0,4.4
593,2025-12-01,0,0,6.3
594,2025-06-01,1,0,12.1
594,2025-07-01,1,1,11.0
594,2025-08-01,1,0,15.2
594,2025-09-01,1,1,15.1
594,2025-10-01,1,0,13.8
594,2025-11-01,1,0,18.7
594,2025-12-01,1,0,8.1
595,2024-12-01,1,2,7.7
595,2025-01-01,1,0,3.4
595,2025-02-01,1,1,4.4
595,2025-03-01,1,0,2.3
595,2025-04-01,1,1,4.7
595,2025-05-01,1,3,5.8
595,2025-06-01,0,1,0.0
596,2024-12-01,1,2,21.8
596,2025-01-01,1,0,15.3
596,2025-02-01,1,0,19.8
596,2025-03-01,1,0,15.9
596,2025-04-01,1,0,14.6
596,2025-05-01,1,0,14.6
596,2025-06-01,1,0,12.7
596,2025-07-01,1,0,16.2
596,2025-08-01,0,1,20.1
597,2024-08-01,0,0,19.1
598,2025-11-01,1,0,16.2
598,2025-12-01,1,0,10.6
599,2025-05-01,1,0,9.8
599,2025-06-01,1,1,14.4
599,2025-07-01,1,0,12.5
599,2025-08-01,1,0,13.8
599,2025-09-01,1,0,12.9
599,2025-10-01,1,0,9.0
599,2025-11-01,0,0,7.1
600,2024-08-01,1,1,21.3
600,2024-09-01,1,0,24.4
600,2024-10-01,1,0,23.7
600,2024-11-01,1,0,15.6
600,2024-12-01,1,1,6.7
600,2025-01-01,1,0,11.4
600,2025-02-01,0,1,9.1
601,2025-04-01,1,1,41.4
601,2025-05-01,1,0,36.7
601,2025-06-01,1,0,36.9
601,2025-07-01,1,1,39.9
601,2025-08-01,1,1,38.0
601,2025-09-01,0,0,37.9
602,2025-11-01,1,0,0.9
602,2025-12-01,0,0,0.6
603,2024-10-01,1,1,43.9
603,2024-11-01,1,0,41.6
603,2024-12-01,0,0,37.1
604,2025-11-01,1,0,18.4
604,2025-12-01,1,1,8.4
605,2025-10-01,1,0,16.0
605,2025-11-01,1,0,19.1
605,2025-12-01,1,1,18.1
606,2025-01-01,1,0,27.4
606,2025-02-01,0,3,28.4
607,2025-08-01,1,1,14.9
607,2025-09-01,1,0,19.6
607,2025-10-01,1,0,10.0
607,2025-11-01,1,2,16.9
607,2025-12-01,1,0,17.7
608,2025-01-01,1,1,30.1
608,2025-02-01,1,0,23.6
608,2025-03-01,1,0,21.3
608,2025-04-01,1,0,15.4
608,2025-05-01,1,0,16.7
608,2025-06-01,1,0,12.1
608,2025-07-01,1,1,10.5
608,2025-08-01,1,1,5.6
608,2025-09-01,0,0,3.1
609,2025-02-01,1,1,13.0
609,2025-03-01,1,0,9.5
609,2025-04-01,1,3,4.0
609,2025-05-01,1,2,4.0
609,2025-06-01,1,1,13.5
609,2025-07-01,1,0,7.8
609,2025-08-01,0,1,4.2
610,2024-07-01,1,0,14.6
610,2024-08-01,1,1,19.8
610,2024-09-01,0,2,18.4
611,2024-11-01,1,0,21.3
611,2024-12-01,1,0,18.9
611,2025-01-01,1,0,25.6
611,2025-02-01,1,0,14.3
611,2025-03-01,1,0,19.0
611,2025-04-01,1,0,22.5
611,2025-05-01,1,1,17.7
611,2025-06-01,1,0,20.3
611,2025-07-01,1,0,20.8
611,2025-08-01,1,0,20.4
611,2025-09-01,1,1,18.8
611,2025-10-01,1,1,14.0
611,2025-11-01,1,0,18.3
611,2025-12-01,1,1,14.0
612,2025-08-01,1,1,16.1
612,2025-09-01,1,1,16.2
612,2025-10-01,1,1,16.3
612,2025-11-01,1,0,15.0
612,2025-12-01,1,1,11.8
613,2025-02-01,1,0,35.9
613,2025-03-01,0,0,29.8
614,2025-03-01,1,2,21.5
614,2025-04-01,0,0,20.3
615,2025-09-01,1,0,20.9
615,2025-10-01,1,0,27.3
615,2025-11-01,1,0,24.3
615,2025-12-01,1,0,22.0
616,2024-12-01,0,2,0.0
617,2025-09-01,1,1,25.4
617,2025-10-01,1,0,23.8
617,2025-11-01,1,1,20.7
617,2025-12-01,1,0,17.3
618,2024-11-01,1,2,31.7
618,2024-12-01,1,0,35.6
618,2025-01-01,0,0,34.9
619,2025-02-01,0,0,11.5
620,2025-08-01,1,0,20.4
620,2025-09-01,1,0,22.3
620,2025-10-01,0,1,22.7
621,2025-11-01,1,0,25.9
621,2025-12-01,1,0,21.5
622,2025-07-01,1,1,6.7
622,2025-08-01,1,0,0.1
622,2025-09-01,0,0,3.1
623,2024-10-01,1,1,23.3
623,2024-11-01,1,1,22.2
623,2024-12-01,1,1,14.9
623,2025-01-01,1,1,18.8
623,2025-02-01,0,0,10.6
624,2025-03-01,1,0,13.5
624,2025-04-01,1,0,7.8
624,2025-05-01,0,0,9.1
625,2025-07-01,1,0,15.4
625,2025-08-01,1,1,16.4
625,2025-09-01,1,0,12.2
625,2025-10-01,1,1,11.5
625,2025-11-01,1,1,6.3
625,2025-12-01,1,1,1.5
626,2025-05-01,1,0,24.3
626,2025-06-01,1,0,13.8
626,2025-07-01,1,0,18.9
626,2025-08-01,1,1,18.6
626,2025-09-01,1,1,13.4
626,2025-10-01,1,0,22.0
626,2025-11-01,0,1,18.2
627,2024-08-01,1,1,26.0
627,2024-09-01,1,0,18.4
627,2024-10-01,1,1,25.5
627,2024-11-01,1,0,30.7
627,2024-12-01,1,1,26.9
627,2025-01-01,0,0,25.0
628,2024-10-01,1,1,18.6
628,2024-11-01,1,1,21.3
628,2024-12-01,1,0,19.5
628,2025-01-01,1,0,20.7
628,2025-02-01,1,0,22.7
628,2025-03-01,1,0,20.5
628,2025-04-01,0,1,18.5
629,2024-10-01,1,0,18.2
629,2024-11-01,1,0,14.4
629,2024-12-01,1,0,13.3
629,2025-01-01,1,1,12.5
629,2025-02-01,1,0,8.5
629,2025-03-01,1,0,10.7
629,2025-04-01,1,1,4.1
629,2025-05-01,1,2,0.7
629,2025-06-01,1,0,0.6
629,2025-07-01,1,1,0.0
629,2025-08-01,1,1,3.5
629,2025-09-01,0,0,2.3
630,2024-12-01,0,0,37.4
631,2025-02-01,1,0,28.3
631,2025-03-01,1,0,22.4
631,2025-04-01,0,0,16.5
632,2025-08-01,1,1,6.5
632,2025-09-01,1,0,8.3
632,2025-10-01,1,0,7.6
632,2025-11-01,0,1,4.7
633,2025-07-01,1,0,5.6
633,2025-08-01,1,2,9.9
633,2025-09-01,0,1,9.3
634,2025-07-01,1,0,27.0
634,2025-08-01,1,1,41.0
634,2025-09-01,1,0,33.1
634,2025-10-01,1,0,29.0
634,2025-11-01,1,0,34.0
634,2025-12-01,1,0,31.9
635,2025-05-01,1,1,20.1
635,2025-06-01,1,0,22.1
635,2025-07-01,1,0,11.0
635,2025-08-01,1,0,14.2
635,2025-09-01,1,0,17.7
635,2025-10-01,1,0,16.3
635,2025-11-01,1,0,17.5
635,2025-12-01,0,1,15.0
636,2024-12-01,1,0,28.2
636,2025-01-01,1,0,25.6
636,2025-02-01,1,0,17.6
636,2025-03-01,1,0,17.9
636,2025-04-01,0,0,16.9
637,2025-04-01,1,0,21.2
637,2025-05-01,1,1,11.5
637,2025-06-01,1,0,17.2
637,2025-07-01,1,1,13.8
637,2025-08-01,1,1,2.0
637,2025-09-01,1,1,4.8
637,2025-10-01,1,1,8.3
637,2025-11-01,1,0,5.2
637,2025-12-01,1,1,8.3
638,2025-03-01,1,0,27.6
638,2025-04-01,1,0,20.7
638,2025-05-01,1,0,19.8
638,2025-06-01,1,0,22.3
638,2025-07-01,1,1,26.6
638,2025-08-01,1,0,25.0
638,2025-09-01,1,0,26.2
638,2025-10-01,1,2,25.8
638,2025-11-01,0,0,23.7
639,2024-07-01,0,0,2.4
640,2025-04-01,1,0,15.9
